ESL100DEA	13	26
MATH115A	12	28
MATH115B	12	28
MATH115C	12	28
MATH130A	12	28
MATH130B	12	28
MATH130C	13	28
MATH140A	12	28
MATH140B	13	28
MATH140C	13	28
